Id,Attack,Rapid,,,,,,,,,,,
101,10,2,,,,,,,,,,,
102,25,2,,,,,,,,,,,
103,50,1.85,,,,,작성 가이드,,,,,,
104,100,1.85,,,,,ID,101~200 = SG,,201~300 = AR,,301~400 = SR,
105,150,1.63,,,,,Rapid,공격 하는데 걸리는 시간(초) ex) 2 = 2초에 한번 공격,,,,,
106,200,1.63,,,,,,,,,,,
107,300,1.63,,,,,,,,,,,
108,400,1.49,,,,,,,,,,,
109,500,1.49,,,,,,,,,,,
110,600,1.49,,,,,,,,,,,
111,700,1.49,,,,,,,,,,,
112,800,1.49,,,,,,,,,,,
113,1,1,,,,,,,,,,,
114,1,1,,,,,,,,,,,
115,1,1,,,,,,,,,,,
116,1,1,,,,,,,,,,,
117,1,1,,,,,,,,,,,
118,1,1,,,,,,,,,,,
119,1,1,,,,,,,,,,,
120,1,1,,,,,,,,,,,
121,1,1,,,,,,,,,,,
122,1,1,,,,,,,,,,,
123,1,1,,,,,,,,,,,
124,1,1,,,,,,,,,,,
125,1,1,,,,,,,,,,,
126,1,1,,,,,,,,,,,
127,1,1,,,,,,,,,,,
128,1,1,,,,,,,,,,,
129,1,1,,,,,,,,,,,
130,1,1,,,,,,,,,,,
131,1,1,,,,,,,,,,,
132,1,1,,,,,,,,,,,
133,1,1,,,,,,,,,,,
134,1,1,,,,,,,,,,,
135,1,1,,,,,,,,,,,
136,1,1,,,,,,,,,,,
137,1,1,,,,,,,,,,,
138,1,1,,,,,,,,,,,
139,1,1,,,,,,,,,,,
140,1,1,,,,,,,,,,,
141,1,1,,,,,,,,,,,
142,1,1,,,,,,,,,,,
143,1,1,,,,,,,,,,,
144,1,1,,,,,,,,,,,
145,1,1,,,,,,,,,,,
146,1,1,,,,,,,,,,,
147,1,1,,,,,,,,,,,
148,1,1,,,,,,,,,,,
149,1,1,,,,,,,,,,,
150,1,1,,,,,,,,,,,
151,1,1,,,,,,,,,,,
152,1,1,,,,,,,,,,,
153,1,1,,,,,,,,,,,
154,1,1,,,,,,,,,,,
155,1,1,,,,,,,,,,,
156,1,1,,,,,,,,,,,
157,1,1,,,,,,,,,,,
158,1,1,,,,,,,,,,,
159,1,1,,,,,,,,,,,
160,1,1,,,,,,,,,,,
161,1,1,,,,,,,,,,,
162,1,1,,,,,,,,,,,
163,1,1,,,,,,,,,,,
164,1,1,,,,,,,,,,,
165,1,1,,,,,,,,,,,
166,1,1,,,,,,,,,,,
167,1,1,,,,,,,,,,,
168,1,1,,,,,,,,,,,
169,1,1,,,,,,,,,,,
170,1,1,,,,,,,,,,,
171,1,1,,,,,,,,,,,
172,1,1,,,,,,,,,,,
173,1,1,,,,,,,,,,,
174,1,1,,,,,,,,,,,
175,1,1,,,,,,,,,,,
176,1,1,,,,,,,,,,,
177,1,1,,,,,,,,,,,
178,1,1,,,,,,,,,,,
179,1,1,,,,,,,,,,,
180,1,1,,,,,,,,,,,
181,1,1,,,,,,,,,,,
182,1,1,,,,,,,,,,,
183,1,1,,,,,,,,,,,
184,1,1,,,,,,,,,,,
185,1,1,,,,,,,,,,,
186,1,1,,,,,,,,,,,
187,1,1,,,,,,,,,,,
188,1,1,,,,,,,,,,,
189,1,1,,,,,,,,,,,
190,1,1,,,,,,,,,,,
191,1,1,,,,,,,,,,,
192,1,1,,,,,,,,,,,
193,1,1,,,,,,,,,,,
194,1,1,,,,,,,,,,,
195,1,1,,,,,,,,,,,
196,1,1,,,,,,,,,,,
197,1,1,,,,,,,,,,,
198,1,1,,,,,,,,,,,
199,1,1,,,,,,,,,,,
200,1,1,,,,,,,,,,,
201,3,0.66,,,,,,,,,,,
202,8,0.66,,,,,,,,,,,
203,16,0.62,,,,,,,,,,,
204,33,0.62,,,,,,,,,,,
205,45,0.55,,,,,,,,,,,
206,60,0.55,,,,,,,,,,,
207,70,0.55,,,,,,,,,,,
208,80,0.55,,,,,,,,,,,
209,90,0.5,,,,,,,,,,,
210,100,0.5,,,,,,,,,,,
211,110,0.5,,,,,,,,,,,
212,120,0.5,,,,,,,,,,,
213,1,1,,,,,,,,,,,
214,1,1,,,,,,,,,,,
215,1,1,,,,,,,,,,,
216,1,1,,,,,,,,,,,
217,1,1,,,,,,,,,,,
218,1,1,,,,,,,,,,,
219,1,1,,,,,,,,,,,
220,1,1,,,,,,,,,,,
221,1,1,,,,,,,,,,,
222,1,1,,,,,,,,,,,
223,1,1,,,,,,,,,,,
224,1,1,,,,,,,,,,,
225,1,1,,,,,,,,,,,
226,1,1,,,,,,,,,,,
227,1,1,,,,,,,,,,,
228,1,1,,,,,,,,,,,
229,1,1,,,,,,,,,,,
230,1,1,,,,,,,,,,,
231,1,1,,,,,,,,,,,
232,1,1,,,,,,,,,,,
233,1,1,,,,,,,,,,,
234,1,1,,,,,,,,,,,
235,1,1,,,,,,,,,,,
236,1,1,,,,,,,,,,,
237,1,1,,,,,,,,,,,
